GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,CFID,CFPARAMS,PLAYER_NAME
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Clemons
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonius Cleveland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amir Coffey
Last 1 MIN <= 5 PTS,2020-21,9,1,8,0.111,8.123333333333333,0,2,0.0,0,1,0.0,2,2,1.0,0,2,2,0,0,0,1,0,1,1,2,-12,7.4,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,John Collins
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zach Collins
Last 1 MIN <= 5 PTS,2020-21,2,1,1,0.5,1.825,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,1,0,1,2,1.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Mike Conley
Last 1 MIN <= 5 PTS,2020-21,2,0,2,0.0,0.14666666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Pat Connaughton
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quinn Cook
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyler Cook
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DeMarcus Cousins
Last 1 MIN <= 5 PTS,2020-21,4,3,1,0.75,4.355,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,0,1,1,2,12,5.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Robert Covington
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen Crabbe
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torrey Craig
Last 1 MIN <= 5 PTS,2020-21,6,0,6,0.0,5.2283333333333335,1,1,1.0,1,1,1.0,0,0,0.0,0,2,2,0,0,0,0,0,1,0,3,-9,5.4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Jae Crowder
Last 1 MIN <= 5 PTS,2020-21,2,0,2,0.0,0.0033333333333333335,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Jarrett Culver
Last 1 MIN <= 5 PTS,2020-21,1,1,0,1.0,0.13666666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,2,1.5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Seth Curry
Last 1 MIN <= 5 PTS,2020-21,5,2,3,0.4,4.958333333333333,4,7,0.571,1,2,0.5,2,2,1.0,0,1,1,0,1,0,0,0,0,2,11,-1,11.2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Stephen Curry
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Troy Daniels
Last 1 MIN <= 5 PTS,2020-21,4,2,2,0.5,3.566666666666667,2,3,0.667,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,4,9,5.2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Anthony Davis
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ed Davis
Last 1 MIN <= 5 PTS,2020-21,1,0,1,0.0,0.06666666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Terence Davis
Last 1 MIN <= 5 PTS,2020-21,7,3,4,0.429,5.725,4,9,0.444,0,1,0.0,3,3,1.0,1,0,1,0,0,0,0,1,1,2,11,-3,12.2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,DeMar DeRozan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dewayne Dedmon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew Dellavedova
Last 1 MIN <= 5 PTS,2020-21,4,0,4,0.0,1.1266666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Donte DiVincenzo
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheick Diallo
Last 1 MIN <= 5 PTS,2020-21,2,0,2,0.0,2.2333333333333334,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,1,0,0,1,0,0,0,4.2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Hamidou Diallo
Last 1 MIN <= 5 PTS,2020-21,1,0,1,0.0,0.02,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Gorgui Dieng
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spencer Dinwiddie
Last 1 MIN <= 5 PTS,2020-21,6,1,5,0.167,3.785,2,5,0.4,0,3,0.0,0,0,0.0,0,3,3,1,1,0,0,0,1,0,4,-6,8.1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Luka Doncic
Last 1 MIN <= 5 PTS,2020-21,5,3,2,0.6,3.735,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,10,3.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Luguentz Dort
Last 1 MIN <= 5 PTS,2020-21,1,1,0,1.0,0.14333333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Damyean Dotson
Last 1 MIN <= 5 PTS,2020-21,3,0,3,0.0,0.43833333333333335,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Sekou Doumbouya
Last 1 MIN <= 5 PTS,2020-21,5,1,4,0.2,2.7083333333333335,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2,0,0,-8,1.2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,PJ Dozier
Last 1 MIN <= 5 PTS,2020-21,4,0,4,0.0,2.305,1,5,0.2,1,4,0.25,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,-4,3.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Goran Dragic
Last 1 MIN <= 5 PTS,2020-21,4,2,2,0.5,3.8133333333333335,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,2,0,0,1,-1.0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Andre Drummond
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jared Dudley
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kris Dunn
Last 1 MIN <= 5 PTS,2020-21,6,2,4,0.333,4.79,1,5,0.2,1,2,0.5,0,0,0.0,0,2,2,2,0,0,0,0,0,0,3,13,8.4,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Kevin Durant
Last 1 MIN <= 5 PTS,2020-21,2,1,1,0.5,0.26166666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Carsen Edwards
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henry Ellenson
Last 1 MIN <= 5 PTS,2020-21,4,0,4,0.0,2.8966666666666665,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,-1,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Wayne Ellington
Last 1 MIN <= 5 PTS,2020-21,2,2,0,1.0,1.6416666666666666,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,1,2,9,3.2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Joel Embiid
Last 1 MIN <= 5 PTS,2020-21,2,1,1,0.5,1.0483333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,4,1.5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,James Ennis III
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drew Eubanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Evans
Last 1 MIN <= 5 PTS,2020-21,1,1,0,1.0,0.3383333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Dante Exum
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tacko Fall
Last 1 MIN <= 5 PTS,2020-21,1,0,1,0.0,0.008333333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Derrick Favors
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristiano Felicio
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terrance Ferguson
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruno Fernando
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yogi Ferrell
Last 1 MIN <= 5 PTS,2020-21,5,1,4,0.2,2.505,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,-3,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Dorian Finney-Smith
Last 1 MIN <= 5 PTS,2020-21,1,0,1,0.0,0.03,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Bryn Forbes
Last 1 MIN <= 5 PTS,2020-21,4,2,2,0.5,3.486666666666667,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,0,0,8,2.7,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Evan Fournier
Last 1 MIN <= 5 PTS,2020-21,6,1,5,0.167,5.528333333333333,3,6,0.5,1,2,0.5,0,0,0.0,2,0,2,0,0,0,1,1,3,1,7,1,12.4,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,De'Aaron Fox
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Frazier
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tim Frazier
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melvin Frazier Jr.
Last 1 MIN <= 5 PTS,2020-21,2,1,1,0.5,1.0983333333333334,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,-1,2.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Markelle Fultz
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wenyen Gabriel
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Gafford
Last 1 MIN <= 5 PTS,2020-21,1,0,1,0.0,0.47833333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,-1,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Danilo Gallinari
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langston Galloway
Last 1 MIN <= 5 PTS,2020-21,4,2,2,0.5,3.8133333333333335,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Darius Garland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marc Gasol
Last 1 MIN <= 5 PTS,2020-21,5,2,3,0.4,3.9183333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,3,0,0,-10,1.2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Rudy Gay
Last 1 MIN <= 5 PTS,2020-21,2,0,2,0.0,1.4616666666666667,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,3,-2,3.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Paul George
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taj Gibson
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harry Giles III
Last 1 MIN <= 5 PTS,2020-21,5,3,2,0.6,3.735,2,6,0.333,0,0,0.0,7,7,1.0,0,0,0,1,0,0,0,1,0,4,11,10,12.5,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Shai Gilgeous-Alexander
Last 1 MIN <= 5 PTS,2020-21,2,1,1,0.5,1.8533333333333333,1,1,1.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,2,1,4.4,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Rudy Gobert
Last 1 MIN <= 5 PTS,2020-21,2,0,2,0.0,0.08166666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-3,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Brandon Goodwin
Last 1 MIN <= 5 PTS,2020-21,4,1,3,0.25,2.38,0,3,0.0,0,1,0.0,0,0,0.0,1,1,2,0,2,0,1,0,0,0,0,-4,3.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Aaron Gordon
Last 1 MIN <= 5 PTS,2020-21,4,0,4,0.0,2.6283333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-9,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Eric Gordon
Last 1 MIN <= 5 PTS,2020-21,7,2,5,0.286,3.7916666666666665,1,3,0.333,1,3,0.333,2,3,0.667,1,1,2,1,0,0,0,1,1,2,5,8,8.9,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Devonte' Graham
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treveon Graham
Last 1 MIN <= 5 PTS,2020-21,9,1,8,0.111,9.183333333333334,1,7,0.143,1,4,0.25,3,3,1.0,0,1,1,1,0,0,1,2,4,2,6,-2,11.7,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Jerami Grant
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Gray
Last 1 MIN <= 5 PTS,2020-21,3,2,1,0.667,2.6416666666666666,1,4,0.25,0,3,0.0,0,0,0.0,3,0,3,2,1,1,0,1,0,0,2,8,10.6,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Danny Green
Last 1 MIN <= 5 PTS,2020-21,4,1,3,0.25,3.7466666666666666,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,0,3,0,0,-4,1.2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Draymond Green
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerald Green
Last 1 MIN <= 5 PTS,2020-21,2,0,2,0.0,0.8033333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-3,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,JaMychal Green
Last 1 MIN <= 5 PTS,2020-21,1,0,1,0.0,0.945,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Javonte Green
Last 1 MIN <= 5 PTS,2020-21,9,2,7,0.222,4.895,2,2,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,5,1,5.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Jeff Green
Last 1 MIN <= 5 PTS,2020-21,6,1,5,0.167,5.5,1,3,0.333,1,2,0.5,1,2,0.5,1,2,3,0,0,0,0,1,0,1,4,5,7.6,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Blake Griffin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marko Guduric
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Guy
Last 1 MIN <= 5 PTS,2020-21,4,2,2,0.5,3.1683333333333334,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,-1.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Rui Hachimura
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Devon Hall
Last 1 MIN <= 5 PTS,2020-21,6,0,6,0.0,2.55,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-6,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Tim Hardaway Jr.
Last 1 MIN <= 5 PTS,2020-21,6,2,4,0.333,5.263333333333334,3,6,0.5,2,5,0.4,0,0,0.0,1,0,1,3,2,1,0,0,0,0,8,9,14.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,James Harden
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice Harkless
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jared Harper
Last 1 MIN <= 5 PTS,2020-21,2,1,1,0.5,0.685,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Montrezl Harrell
Last 1 MIN <= 5 PTS,2020-21,6,2,4,0.333,6.905,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Gary Harris
Last 1 MIN <= 5 PTS,2020-21,9,2,7,0.222,6.96,0,1,0.0,0,1,0.0,1,1,1.0,0,0,0,0,0,0,0,0,2,0,1,4,1.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Joe Harris
Last 1 MIN <= 5 PTS,2020-21,2,1,1,0.5,1.1366666666666667,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,2,1,1.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Tobias Harris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shaquille Harrison
Last 1 MIN <= 5 PTS,2020-21,2,0,2,0.0,0.02,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Josh Hart
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isaiah Hartenstein
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udonis Haslem
Last 1 MIN <= 5 PTS,2020-21,1,0,1,0.0,0.011666666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Jaxson Hayes
Last 1 MIN <= 5 PTS,2020-21,6,2,4,0.333,2.87,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,0,2,4,3.5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Gordon Hayward
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Henson
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dewan Hernandez
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juancho Hernangomez
